PART,MANUFACTURER,DESCRIPTION,constructed_code_9d
HY116,AURORA PARTS & ACCS,SIDE POST,053-000-000
HY20051352,HYUNDAI,NOSE POST,053-000-000
HY2046056,TOYOTA,BUSHING,053-000-000
HY2046057,TOYOTA,"AXEL, 17 X 148 MM",053-000-000
HY2059695,TOYOTA,MOUNTING BOLT,053-000-000
HY2077505,TOYOTA,BRAKE HARNESS,013-000-000
HY4023320,TOYOTA,"WHEEL ASSY, POLY-HYLOAD",018-000-000
HYE06-023-6260,AURORA PARTS & ACCS,"BOTTOM, RAIL",053-000-000
HYT572,INTERNATIONAL,BEARING CUP,018-000-000
HYT580,INTERNATIONAL,BRARING CONE/ROLLERS,053-000-000
HYT592A,INTERNATIONAL,BEARING CUP,018-000-000
HYT594A,INTERNATIONAL,BEARING CONE/ROLLERS,018-000-000
HZ-0010-16Y-VCP,PTR (BALERS),BUMPER,002-000-000
ICM2003330,KALMAR LMV,"KIT,CIRCUIT,BOARD",032-000-000
IDC-500,CLEAN RESOURCES,OIL/WATER SEPARATOR,044-000-000
IEF-02-U-200W-A-277V,ILLUMADYNE,"LED FLOOD LIGHT, 200W",034-000-000
II 1080 LEDDR,TOYOTA,"LED, HEAD",034-000-000
IM-0304,MFVS,"12 VOLT, CCW/INS HEX",053-000-000
IMM F104989,FREIGHTLINER,"SEAT BELT- P3,AIR",042-000-000
IMM F126079,FREIGHTLINER,"SEAT BELT, M2 AIR/HVO",042-000-000
IMM F126085,FREIGHTLINER,D/S SEAT BELT,042-000-000
IMM F154520,FREIGHTLINER,"kit, seat belt",042-000-000
IMMF13158,FREIGHTLINER,"SEAT BELT, BLACK",042-000-000
IMMF15421,FREIGHTLINER,SEAT BELT ASSEMBLY,042-000-000
IMP29152,WABASH NATIONAL,3/8-16X2 ELEVATOR BOLT,053-000-000
IMP56110,WABASH NATIONAL,STA-LOC NUT 3/8-16,053-000-000
IMXGT-2006,"GLOBE TECH MFG, INC.","BUMPER, DOCK",002-000-000
IMXGT-206,"GLOBE TECH MFG, INC.","BUMPER , DOCK",002-000-000
IMXGT-2424PSB,AURORA PARTS & ACCS,"MUD FLAPS, 24X24",002-000-000
IMXGT-2430CD,FREIGHTLINER,"MUDFLAP, BLACK RUBBER",002-000-000
IMXGT-4009B,"GLOBE TECH MFG, INC.","CAP, HUB",018-000-000
IMXGT-5003,FREIGHTLINER,"SPRING, HOSE SUSP, 1X16-1/2",065-000-000
IMXGTA-3838S60,"GLOBE TECH MFG, INC.","60"" BRAKE LINE SWIVEL ENDS",013-000-000
IMXGTA-3838S72,"GLOBE TECH MFG, INC.","72"" BRAKE LINE SWIVEL ENDS",013-000-000
IMXGTL-2436P,AURORA PARTS & ACCS,"MUDFLAP, 24""X36""BLK W/YELLOW",002-000-000
IMXGTL-2436PHD,AURORA PARTS & ACCS,"MUD FLAP, 24""X36"" WIDE TURN",034-000-000
IN85-398S,CROWN,VINYL SEAT,002-000-000
INAN135,INTRUPA,SB350 GRAY CONNECTOR 2/0,032-000-000
INAN-202,TOYOTA,"CONNECTOR, RED, 2/0, 350A",032-000-000
IPANN-150,CROWN,FUSE,032-002-000
IR12-432,GOODYEAR TIRE&RUBBER,"SPRING, AIR",016-000-000
ISR 017802 01,FREIGHTLINER,SEAT CUSHION,002-000-000
ISR 017802 02,FREIGHTLINER,"CUSHION-SEAT ,W/O COV W/SENSOR",032-000-000
ISR 81600 3196,ISRINGHAUSEN,"SEAT, DRIVER HIGH BACK",002-000-000
ISR 816001 220,FREIGHTLINER,SEAT - HIGH BACK,002-000-000
ISR 816001 304,FREIGHTLINER,"SEAT, D/S ASSEMBLY",002-000-000
ISR 816001 328,FREIGHTLINER,ISR 5E-38N BASIC 2.0 HIGH BACK,053-000-000
ISR 816002 90,FREIGHTLINER,"SEAT, ASSEMBLY, BASIC",002-000-000
ISR 816003 332,FREIGHTLINER,ISR 5E-38N PREM 2.0 HIGH BACK,053-000-000
ISR 941631,FREIGHTLINER,SEAT COVER,002-000-000
ISR 941662,FREIGHTLINER,SEAT COVER BLACK,002-000-000
ISR 944537,ISRINGHAUSEN,"COVER, BLACK SEAT",002-000-000
ISR 944538,FREIGHTLINER,"COVER-SEAT, BLK",002-000-000
ISR/929527-479,ISRINGHAUSEN,HORIZ SIDE RAIL ASSY-SEAT,002-000-000
ISR/929527-799,FREIGHTLINER,"SENSOR, SEAT OCCUPANCY",032-000-000
ISR1021116701,ISRINGHAUSEN,"SEAT BASE, SUB, 5030 L3 L2",002-000-000
ISR-944687,FREIGHTLINER,SEAT BACK COVER,002-000-000
ITP-125,TRANSPORT EQUIPMENT,"ROLLER TRACK 97""",053-000-000
ITP-UNVCTR-SD,TRANSPORT EQUIPMENT,SIDE CURTAIN,053-000-000
J034256,OTTAWA TRUCKS NA,CAB AIR SPRING,016-000-000
J043186,SAF HOLLAND USA,AIR CYLINDER- LOCKING RELEASE,072-000-000
J043190,KALMAR LMV,"5TH,WHEEL,REBUILD,KIT",018-000-000
J043192,OTTAWA TRUCKS NA,"PIVOT PIN, WITH",053-000-000
J0437560P,OTR - OVER THE ROAD,RADIATOR ASSY,042-000-000
J08568.0100,KALMAR LMV,"PUMP, FILTER , DEF",053-000-000
J11-1176,KENWORTH TRUCK CO,POWER STEERING RESIVOIR,015-000-000
J11-1221,"PACCAR, INC.","BRACKET, POWER STEERING RES",015-000-000
J20-6004-003,PETERBILT MOTORS CO,"SET, DRAGLINK FORWARD COMMON",053-000-000
J20-6011,PETERBILT MOTORS CO,DRAG LINK LH 31.000IN,053-000-000
J305H-AC,MOTIVE ENERGY,"BATTERY, GRP 902, 6V, 360AH",032-001-000
J37-1007,"PACCAR, INC.","FILTER, OIL, POWER STEERING",044-000-000
J50-1037-08-026-1,PETERBILT MOTORS CO,HOSE ASSY - HYDRAULIC,065-000-000
J86-1070,"PACCAR, INC.","RESERVOIR, POWER STEERING",015-000-000
J91-6000-100:PB,KENWORTH TRUCK CO,"STEERING WHEEL, 4 SPOKE, FOAM",015-000-000
J91-6000-110,KENWORTH TRUCK CO,"WHEEL, STEER",015-000-000
J91-6002-100,PETERBILT MOTORS CO,WHEEL-STEERING URETHANE,015-000-000
J91-6002-220,KENWORTH TRUCK CO,WHEEL -STEERING LEATHER,015-000-000
JA663,MOTORCRAFT CORP.,BELT,042-000-000
JC3Z-15611B09-AA,FORD MOTOR CO,SEAT BELT ASSEMBLY,042-000-000
JC3Z-1561202-AA,FORD MOTOR CO,SEAT BELT ASSEMBLY,042-000-000
JC3Z-19G490-E,FORD MOTOR CO,"CAMERA, BACKUP",053-000-000
JC3Z-19G490-H,FORD MOTOR CO,CAMARA KIT,053-000-000
JF-100-B,SOUTHWEST WHEEL,JACK FOOT,016-000-000
JH45822,"PACCAR, INC.","HOSE, AIR BRAKE ASSY",013-000-000
JH45824,"PACCAR, INC.",AIR BRAKE HOSE,013-000-000
JHDC12S1BMC,LIFTMASTER,JACKSHAFT DC COMMERCIAL OPER,016-000-000
JHDC7S1BMC,LIFTMASTER,JACKSHAFT HOIST,016-000-000
JK2Z-14A658-A,FORD MOTOR CO,TERMINAL,032-000-000
JK2Z-14A658-B,FORD MOTOR CO,SLIDING DOOR POWER TERMINAL,032-000-000
JK4577A,MOTORCRAFT CORP.,"BELT, V STYLE",042-000-000
JK4Z-13466-A,FORD MOTOR CO,"LIGHT, REAR, TOP MOUNTED, STOP",034-000-000
JK4Z-13A613-AE,FORD MOTOR CO,LAMP ASSY,034-000-000
JK4Z-13A613-AF,FORD MOTOR CO,LAMP ASSY,034-000-000
JK4Z-13A613-AG,FORD MOTOR CO,REAR LIGHT ASSY,034-000-000
JK4Z-14631-D,FORD MOTOR CO,WIRE AS 236020,032-000-000
JK4Z-16913086-AA,FORD MOTOR CO,"FLOOR MAT, COMPLETE",053-000-000
JK4Z-17682-CB,FORD MOTOR CO,MIRROR ASSEMBLY,002-000-000
JK4Z-17683-HB,FORD MOTOR CO,MIRRIOR ASSY,053-000-000
JK4Z-19G490-A,FORD MOTOR CO,CAMERA-PARKING,053-000-000
JK4Z-4782-A,FORD MOTOR CO,COUPLER ASSY,053-000-000
JK4Z-4A109-D,FORD MOTOR CO,KIT DRIVE SHAFT REPAIR,053-000-000
JK4Z-5A669-A,FORD MOTOR CO,DAMPER ASSY,053-000-000
JK4Z-6131406-BA,FORD MOTOR CO,HANDLE,002-000-000
JK4Z-6143288-Q,FORD MOTOR CO,"ASSY, DOOR LOWER LATCH",072-000-000
JK4Z-6154251-BA,FORD MOTOR CO,HANDLE,002-000-000
JK4Z-9034-G,FORD MOTOR CO,"FILLER,PIPE",053-000-000
JK4Z-99425B28-CA,FORD MOTOR CO,"MOLDING, LICENSE, OUTTER DOOR",072-000-000
JK61004B,MOTORCRAFT CORP.,V-BELT,042-000-000
JK61084,MOTORCRAFT CORP.,BELT,042-000-000
JK6553,MOTORCRAFT CORP.,"BELT, MICRO-V",042-000-000
JK6884A,FORD MOTOR CO,"BELT, SERPENTINE",042-000-000
JKG3781,UTILITY,"BUMPER, DOCK",002-000-000
JKS37USB-A7PX24,JOST INTERNATIONAL,"FIFTH WHEEL, AIR SLIDE",018-000-000
JL1001118419,JLG INDS,CONTROLLER-LIFT/SWING,032-000-000
JL1061034,CROWN,CABLE MANUAL DESCENT,032-000-000
JL2915029,CROWN,COVER-BATTERY,032-001-000
JL3Z-12029-A,FORD MOTOR CO,COIL ASY,044-000-000
JL3Z-13466-A,FORD MOTOR CO,BULB,034-000-000
JL3Z-14A003-A,FORD MOTOR CO,COVER -- FUSE PANEL,032-002-000
JL3Z1521813D,FORD MOTOR CO,DOOR LOCK ACTUATOR,072-000-000
JL3Z-1564811-A,FORD MOTOR CO,SEAT BACK CUSHION,002-000-000
JL3Z-6582-A,FORD MOTOR CO,VALVE COVER,045-000-000
JL3Z-9424-B,FORD MOTOR CO,INTAKE MANIFOLD,053-000-000
JL3Z-9D475-A,FORD MOTOR CO,"VALVE, EGR",053-000-000
JL4160078,CROWN,COMPRESSION SPRING,016-000-000
JL4360502,CROWN,SWITCH-PROXIMITY SENSOR,032-000-000
JL70001878,CROWN,T-HANDLE RED 5MM,002-000-000
JL7020218,CROWN,T- HANDLE RED,002-000-000
JM205149,RAYMOND,BEARING - TAPER CONE,018-000-000
JNC325,NOCO,450 AMP JUMPER,053-000-000
JO43186,JOST INTERNATIONAL,5TH WHEEL AIR CYLINDER,018-000-000
JO43192,JOST INTERNATIONAL,5TH WHEEL BUSHING KIT,018-000-000
JOA401L-G3-17,JOST INTERNATIONAL,LANDING LEG LEFT,016-000-000
JOA401R-G3-17,JOST INTERNATIONAL,LANDING LEG RIGHT,016-000-000
JOSA01RG3-17-08,JOST INTERNATIONAL,DOLLEY LEG - R/S,053-000-000
JOSA400LG-17-08,JOST INTERNATIONAL,DOLLY LEG - NON GEAR,053-000-000
JOSA400RG-17-08,JOST INTERNATIONAL,DOLLY LEG - GEAR LEG,053-000-000
JOSA400T-17,JOST INTERNATIONAL,"LANDING LEG SET, OUTBOARD",016-000-000
JOSA401-G3-17LH,JOST INTERNATIONAL,"LANDING,LEG,NONGEAR,LH",053-000-000
JOSA401-G3-17RH,JOST INTERNATIONAL,"LANDING,LEG,GEARSIDE,RH",053-000-000
JOSA401L.G4.17.128,JOST INTERNATIONAL,"GEAR, LANDING",053-000-000
JOSA401LC3-17-08,JOST INTERNATIONAL,DOLLY LEG /  NON GEAR LEG,053-000-000
JOSA401LG-17-08,JOST INTERNATIONAL,NON-GEAR LEG,053-000-000
JOSA401R.G4.17.128,JOST INTERNATIONAL,"GEAR, LANDING",053-000-000
JOSA401RC3-17-08,JOST INTERNATIONAL,DOLLY LEG / GEAR LEG,053-000-000
JOSA401R-G14-17128,JOST INTERNATIONAL,GEAR LEG,053-000-000
JOSA401RG-17-08,JOST INTERNATIONAL,"GEAR,LEG,10X10 CUSH,17""TR,65",053-000-000
JOSA401RG3-17-08,JOST INTERNATIONAL,"GEAR ,LEG,SET",053-000-000
JOSA401RLG3-17-08,JOST INTERNATIONAL,DOLLY LEG RH,053-000-000
JOSA421.G3.17,JOST INTERNATIONAL,DOLLY LEG SET,053-000-000
JOSA441LG3-17-08,JOST INTERNATIONAL,NON GEAR DOLLY LEG,053-000-000
JOSA441RG3-17-08,JOST INTERNATIONAL,GEAR DOLLY LEG,053-000-000
JOSB10066.68.4,JOST INTERNATIONAL,"SHAFT, TIMINS",053-000-000
JOSB10285,JOST INTERNATIONAL,"SHAFT ASSY, B10229/C10233",053-000-000
JOSC10591.3,JOST INTERNATIONAL,CRANK HANDLE HORIZ 10.5 SQ,002-000-000
JOSC10756.2,JOST INTERNATIONAL,LANDING GEAR HANDLE,002-000-000
JOSJSK37USA,JOST INTERNATIONAL,"PLATE, TOP AIR RELEASE",053-000-000
JOSJSK37USL,JOST INTERNATIONAL,"PLATE, FIFTH WHEEL TOP JOST",018-000-000
JOSSK73105-15,JOST INTERNATIONAL,JOST FIFTH WHEEL HANDLE KIT,018-000-000
JOSSK7501401,JOST INTERNATIONAL,"KIT, BRACKET",053-000-000
JOSSK7900200,JOST INTERNATIONAL,5TH WHEEL CUSHION,018-000-000
JOSTN-D-67-14AK,JOST INTERNATIONAL,NOSE SUPPORT,053-000-000
JP-12-10000T,NOCO,JUMP PK 12V 10000 AMP,053-000-000
JPK32,KENWORTH TRUCK CO,"HOOD, SHORT",002-000-000
JSK37HJST,JOST INTERNATIONAL,"FIFTH, WHEEL, TOP, PLATE",018-000-000
JSK37HSL,JOST INTERNATIONAL,"TOP,FIFTH WHEEL",018-000-000
JSK37USB,JOST INTERNATIONAL,"PLATE, FIFTH WHEEL TOP",018-000-000
JSK37USL,JOST INTERNATIONAL,"TOP PLATE, 5TH WHEEL",018-000-000
JSK37USL-U8BG24,JOST INTERNATIONAL,FIFTH SLIDER ASSY JOST,053-000-000
JSTA401G301708,JOST INTERNATIONAL,"LEG, LANDING",053-000-000
JSTB10148,JOST INTERNATIONAL,"KIT, RUBBER CUSHIOIN",053-000-000
JSTB10149,JOST INTERNATIONAL,"KIT, RETAINER PLATE",053-000-000
JSTC10145.1,JOST INTERNATIONAL,"HOUSING, TRAILER FOOT",053-000-000
JSTC10150,JOST INTERNATIONAL,"BASE, 10"" FOOT",053-000-000
JSTC10717P42,JOST INTERNATIONAL,"KIT, FOOT PAD",053-000-000
JSTJSK37HSL,JOST INTERNATIONAL,FIFTH WHEEL,018-000-000
JSTJSK37USLA001YARD1,JOST INTERNATIONAL,"PLATE, FIFTH WHEEL TOP",018-000-000
JSTSF7501403,JOST INTERNATIONAL,BUSHING,053-000-000
JSTSK7501503,JOST INTERNATIONAL,"CYLINDER, 5TH WHEEL",018-000-000
J-TRACK,MCKINLEY,TRACK,053-000-000
JU27634540,JUNGHEINRICH,WHEEL - 100X40 40-15MM,018-000-000
JU5Z-14A003-B,FORD MOTOR CO,"COVER, FUSE PANEL",032-002-000
JU5Z-15K859-B,FORD MOTOR CO,SENSOR- PARKING ASSIST,032-000-000
JX6Z-12A402-B,FORD MOTOR CO,IGNITION COIL BOOT,044-000-000
JX6Z-9D475-B,FORD MOTOR CO,EGR VALVE,053-000-000
JX6Z-9G444-K,FORD MOTOR CO,OXYGEN SENSOR,032-000-000
JX7Z-5L200-A,FORD MOTOR CO,SENSOR- EGR VALVE POSITION,032-000-000
JXA401R.G3.17,JOST INTERNATIONAL,"LEG, LANDING GEAR, SET, INSIDE",016-000-000
JXA401-T-17,JOST INTERNATIONAL,LANDING GEAR INSIDE MOUNT,016-000-000
K001A6837,LIFTMASTER,"CIRCUIT BOARD, LOGIC 4",032-000-000
K001D8395MC,LIFTMASTER,"LOGIC BOARD, 3PH, L5",053-000-000
K001D8397,LIFTMASTER,"POWER BOARD KIT, 3PH, L5",053-000-000
K0060A,KENWORTH TRUCK CO,HOOD,002-000-000
K006390,IMPERIAL SUPPLIES,"KIT, REEFER REFURB (REMAN OPS)",053-000-000
K00640-4,IMPERIAL SUPPLIES,"REFURB KIT, DRY TRAILER",053-000-000
K00641-2,IMPERIAL SUPPLIES,"REFRESH KIT, DRY TRAILER",053-000-000
K021557,"BENDIX CORP, THE","VALVE, BRAKE",013-000-000
K021558,"BENDIX CORP, THE",SPRING BRAKE VALVE,013-000-000
K022105,"BENDIX CORP, THE","KIT, PURGE VALVE - ADIS",053-000-000
K023764,"BENDIX CORP, THE",GASKET KIT,053-000-000
K025306,"BENDIX CORP, THE","CALVE, GOVERNOR, D-2A",053-000-000
K025366,"BENDIX CORP, THE",BRAKE CHAMBER,013-000-000
K026596,"BENDIX CORP, THE","ASSEMBLY, AIR DRYER",053-000-000
K028022,"BENDIX CORP, THE",BRAKE CHAMBER,013-000-000
K028-1937,KENWORTH TRUCK CO,ANCHOR TANK STRAP,053-000-000
K028-2094,KENWORTH TRUCK CO,ANCHOR FUEL TANK STRAP,044-000-000
K028-2094R,KENWORTH TRUCK CO,ANCHOR FUEL TANK STRAP,044-000-000
K028276,"BENDIX CORP, THE","VALVE, TRACTOR PROTECTION",053-000-000
K028994,"BENDIX CORP, THE","VALVE, PREASURE REDUCING",053-000-000
K031485,"BENDIX CORP, THE","MV-3, DASH VALVE",002-000-000
K031562,"BENDIX CORP, THE","VALVE, PURGE",053-000-000
K033086,"BENDIX CORP, THE",SPRING BRAKE VALVE,013-000-000
K033221,"BENDIX CORP, THE",SPRING BRAKE VALVE,013-000-000
K033223,"BENDIX CORP, THE","VALVE, SR-5 SPRING BRAKE",013-000-000
K035691,"BENDIX CORP, THE",DASH VALVE - M3,002-000-000
K035724,"BENDIX CORP, THE",SR-5 BRAKE VALVE,013-000-000
K036860,"BENDIX CORP, THE","VALVE, DASH",002-000-000
K036861,"BENDIX CORP, THE",DASH VALVE,002-000-000
K037962,"BENDIX CORP, THE","QR-1,AIR,BRAKE,QUICK,RELEASE",013-000-000
K040319,"GATES RUBBER, THE","4 RIB,MICRO,V-BELT",042-000-000
K040355SF,GATES,"36 IN, V-BELT, 4 RIBBED",042-000-000
K040365,"GATES RUBBER, THE","BELT, MICRO-V, 4 RIB, 37-1/16""",042-000-000
K040378,"GATES RUBBER, THE","BELT, SERPENTINE, MICRO-V",042-000-000
K040497,"BENDIX CORP, THE","KIT, PIPE FITTING",053-000-000
K040535,"GATES RUBBER, THE",BELT,042-000-000
K040570,"GATES RUBBER, THE","BELT, MICRO V",042-000-000
K041385,"BENDIX CORP, THE",ABS TRAILER MODULE,013-000-000
K041771,"BENDIX CORP, THE",SLACK ADJUSTER - AUTOMATIC,053-000-000
K041772,"BENDIX CORP, THE",SLACK ADJUSTER,053-000-000
K041960,"BENDIX CORP, THE",SPRING BRAKE,013-000-000
K042436,"BENDIX CORP, THE",AIR DRYER ASSY,053-000-000
K042-79,KENWORTH TRUCK CO,SHIFTER BOOT,053-000-000
K043197,"BENDIX CORP, THE","ADJUSTER, SLACK - AUTO 1 -1/2",053-000-000
K043197KT,"BENDIX CORP, THE",AUTOMATIC SLACK ADJUSTOR,053-000-000
K043260,"BENDIX CORP, THE","CHAMBER, BRAKE, SPRING, T24/24",013-000-000
K044937,"BENDIX CORP, THE","KIT, SLACK ADJUSTER",053-000-000
K046-1098,"PACCAR, INC.",BRACE-MIRROR BRACKET,018-000-000
K046157,"BENDIX CORP, THE",AIR DRYER,053-000-000
K049086,"BENDIX CORP, THE",DRYER-AD IS,053-000-000
K049199,"BENDIX CORP, THE","DRYER, AIR",053-000-000
K051853,"BENDIX CORP, THE",BRAKE CARRIER KIT,013-000-000
K053-406,KENWORTH TRUCK CO,BRACKET MIRROR,002-000-000
K053-562,FREIGHTLINER,BRACKET MIRROR,002-000-000
K053-808,FREIGHTLINER,BRACKET MIRROR FWD UPPER,002-000-000
K053-840R,KENWORTH TRUCK CO,BRACKET MIRROR RH,002-000-000
K053-914,KENWORTH TRUCK CO,BRACKET MIRROR DIAG,002-000-000
K054018,"BENDIX CORP, THE",AIR DRYER,053-000-000
K054019,"BENDIX CORP, THE",AIR DRYER,053-000-000
K054-2236,KENWORTH TRUCK CO,"BRACKET, SPC",053-000-000
K055-405,KENWORTH TRUCK CO,BRACKET TORQUE ROD,016-000-000
K057542,"BENDIX CORP, THE",BENDIX,053-000-000
K058691,"BENDIX CORP, THE","CHAMER, BRAKE",013-000-000
K058753,"BENDIX CORP, THE","CHAMBER, BRAKE, T24",013-000-000
K0600-1PA1A,NISSAN,"CYLINDER, LOCK, DOOR",072-000-000
K060478,OREILLY AUTO PARTS,MICRO-V BELT,042-000-000
K060547,GATES,MICRO-V SERPENTINE BELT 6 RIB,042-000-000
K060658,OREILLY AUTO PARTS,MICRO-V BELT,042-000-000
K060874,GATES,"BELT, MICRO V",042-000-000
K060875,GATES,MICRO-V BELT,042-000-000
K060923,"GATES RUBBER, THE",MICRO-V BELT,042-000-000
K060930,"GATES RUBBER, THE","BELT, SERPENTINE, MULTI-V",042-000-000
K060930HD,"GATES RUBBER, THE","BELT, SERPENTINE",042-000-000
K060997,"GATES RUBBER, THE","BELT, MICRO-V, 6 RIB, 100-3/16",042-000-000
K061000,GATES,GATES MICRO-V SERPENTINE BELT,042-000-000
K061058,FORD MOTOR CO,BELT,042-000-000
K065544,"BENDIX CORP, THE","BRAKE CHAMBER, 18/24",013-000-000
K066-0405,KENWORTH TRUCK CO,FRONT ENGINE MOUNT,053-000-000
K066-381,PETERBILT MOTORS CO,BUSHING-REBOUND,053-000-000
K066-404,KENWORTH TRUCK CO,ENGINE MOUNT BUSHING,053-000-000
K066-405,PETERBILT MOTORS CO,BUSHING-FRONT ENGINE,053-000-000
K066652,"BENDIX CORP, THE","VALVE, DASH",002-000-000
K066993,"BENDIX CORP, THE","BRAKE CHAMBER ,DISC T18/24",013-000-000
K068-5616-22-9,KENWORTH TRUCK CO,HARNESS- HEATER,032-000-000
K068779,"BENDIX CORP, THE","VALVE, BRAKE, FOOT",013-000-000
K070796,"BENDIX CORP, THE","AIR DISC ROTOR, SK7 ADB",053-000-000
K070951,"BENDIX CORP, THE",VALVE-TRACTION RELAY,032-000-000
K070962,"BENDIX CORP, THE","VALVE, ATR TRACTION RELAY",032-000-000
K071213,"GATES RUBBER, THE","BELT, SERPENTINE, 7 RIB",042-000-000
K071757,VOLVO,BRACKET,053-000-000
K071758,"BENDIX CORP, THE",VALVE MOUNTING BRACKET,053-000-000
K073055,"BENDIX CORP, THE","VALVE-SOLENOID, MANIFOLD",032-000-000
K073062,"BENDIX CORP, THE",SOLENOID VALVE - AIR,032-000-000
K073073,"BENDIX CORP, THE","SOLENOID, CLUTCH, ENGINE FAN",032-000-000
K073089,"BENDIX CORP, THE",COVER ASSY,002-000-000
K073091,"BENDIX CORP, THE",CAP-END SOLENOID VALVE,032-000-000
K073199,"BENDIX CORP, THE",ADJUSTING DEVICE,053-000-000
K073206,"BENDIX CORP, THE",BRACKET-WINGMAN,053-000-000
K075798,"BENDIX CORP, THE",CAMSHAFT BRACKET,053-000-000
K075799,"BENDIX CORP, THE",BRACKET ASSEMBLY,053-000-000
K076969,"BENDIX CORP, THE",BRACKET ASSEMBLY,053-000-000
K077-100,"PACCAR, INC.",CLAMP EXHAUST STEEL FRAME,043-000-000
K077-352PKG,KENWORTH TRUCK CO,CLAMP-PIPE SHIELD,034-000-000
K078219,"BENDIX CORP, THE","VALVE- ATC, ABS",053-000-000
K078420,AUTOMANN,ATR6 TRACTION RELAY VALVE,032-000-000
K079665,"BENDIX CORP, THE",VALVE ABS MODULATOR RMAN,053-000-000
K079670,"BENDIX CORP, THE","VALVE, MODULATOR",053-000-000
K079670OR,"BENDIX CORP, THE","VALVE, MODULATOR, ABS",053-000-000
K080530,FORD MOTOR CO,BELT F350,042-000-000
K080694HD,"GATES RUBBER, THE","BELT, FAN",042-000-000
K080794HD,GATES,BELT,042-000-000
K080825,"GATES RUBBER, THE","BELT, SERPENTINE, MICRO-V",042-000-000
K080842,FREIGHTLINER,BELT,042-000-000
K080845HD,INTERNATIONAL,BELT GATES,042-000-000
K082836,"BENDIX CORP, THE",CAM BRACKET,053-000-000
K092871,"BENDIX CORP, THE",DRYER-AIR ASSY AD-9,053-000-000
K092871PG,"BENDIX CORP, THE","DRYER, AIR",053-000-000
K097-824,KENWORTH TRUCK CO,BATTERY BOX COVER,032-001-000
K097844SC,VOLVO,"CALIPER, BRAKE, REMANUFACTURED",013-000-000
K097845SC,VOLVO,CALIPER,013-000-000
K097-846,KENWORTH TRUCK CO,"COVER, BATTERY BOX",032-001-000
K097846SC,"BENDIX CORP, THE",CALIPER PAD ASSY,013-000-000
K097847SC,"BENDIX CORP, THE","CALIPER, DISC BRAKE W/CARRIER",013-000-000
K097849,"BENDIX CORP, THE","CALIPER,DISC BRAKE",013-000-000
K097850SC,"BENDIX CORP, THE","FRONT, BRAKE CALIPER RT",013-000-000
K097851SC,"BENDIX CORP, THE",CALIPER W/ CARRIER,013-000-000
K100206,FREIGHTLINER,AIR TANK,053-000-000
K100640HD,"GATES RUBBER, THE","BELT, SERPENTINE",042-000-000
K100874HD,"GATES RUBBER, THE",SERPENTINE BELT,042-000-000
K101849,"BENDIX CORP, THE","CHECK VALVE, AIR BRAKE",013-000-000
K103478,FREIGHTLINER,ACCELERATOR PEDAL,053-000-000
K108565,"BENDIX CORP, THE",CONTROL MODULE ECU,032-000-000
K109119,"BENDIX CORP, THE","VALVE, UNLOADER, KIT",055-000-000
K109285,"BENDIX CORP, THE","ASSEMBLY, FLC20 BRACKET",053-000-000
K109326,"BENDIX CORP, THE",TABS6 AVS TRLR MODULE,013-000-000
K109808,"BENDIX CORP, THE","ABS MODULE, TRAILER",013-000-000
K112234,"BENDIX CORP, THE","VALVE, CHECK",053-000-000
K11441,KEEPRITE,GLAD HAND,053-000-000
K114-46,KENWORTH TRUCK CO,"CONTAINER, WNSHLD WASHER",053-000-000
K120A,FREIGHTLINER,QWIK KIT KING PIN KIT,053-000-000
K121536N,"BENDIX CORP, THE",ASSY - BRACKET,053-000-000
K123775,"BENDIX CORP, THE",DASH VAVLE,002-000-000
K123971,"BENDIX CORP, THE","SHIELD, ROTOR",053-000-000
K124-291,KENWORTH TRUCK CO,END-BATTERY BOX LH,032-001-000
K124-291R,KENWORTH TRUCK CO,END- BATTERY BOX,032-001-000
K124778,"BENDIX CORP, THE",SPIDER & PIN ASMBLY LH SI,053-000-000
K125316SC000,PETERBILT MOTORS CO,"MODULE, ELECTRIC-ABS",013-000-000
K125316SC000-C1,PETERBILT MOTORS CO,"MODULE, ELECTRIC-ABS CORE",013-000-000
K126580K,"BENDIX CORP, THE",KIT,053-000-000
K127-716-5,"PACCAR, INC.","FENDER,-REAR PLASTIC LH",002-000-000
K128912OR,"BENDIX CORP, THE","MODULATOR,VALVE,ABS",053-000-000
K128913OR,"BENDIX CORP, THE","VALVE, MODULATOR, ABS",053-000-000
K128914OR,"BENDIX CORP, THE","VALVE, MODULATOR-ANITBRAKE",013-000-000
K128916,"BENDIX CORP, THE","VALVE,ANTILOCK BRAKE SYSTEM AB",013-000-000
K128916OR,"BENDIX CORP, THE","VALVE, ANTILOCK, BRAKE SYSTEM",013-000-000
K129276,"BENDIX CORP, THE","PADS, BRAKE, AIR DISC, ADB22X",013-000-000
K129605,"BENDIX CORP, THE","SPRING BRAKE CHAMBER 30/30, 2.",013-000-000
K130UB,JOST INTERNATIONAL,"BUSHING, FIFTH WHEEL",018-000-000
K132352,"BENDIX CORP, THE","CHAMBER, BRAKE, DISC, T18/24",013-000-000
K133527,"BENDIX CORP, THE","ADJUSTER, BRAKE, SELF ADJUSTIN",013-000-000
K134R,STEMCO MFG CO.,"KING, PIN, KIT",053-000-000
K144-261-1,KENWORTH TRUCK CO,"DECK, HOLD DOWN",053-000-000
K145-274,KENWORTH TRUCK CO,HOLDER-CUP,053-000-000
